year,pij_lndu_croplands_to_croplands,pij_lndu_croplands_to_flooded,pij_lndu_croplands_to_forests_mangroves,pij_lndu_croplands_to_forests_primary,pij_lndu_croplands_to_forests_secondary,pij_lndu_croplands_to_grasslands,pij_lndu_croplands_to_other,pij_lndu_croplands_to_pastures,pij_lndu_croplands_to_settlements,pij_lndu_croplands_to_shrublands,pij_lndu_croplands_to_wetlands,pij_lndu_flooded_to_croplands,pij_lndu_flooded_to_flooded,pij_lndu_flooded_to_forests_mangroves,pij_lndu_flooded_to_forests_primary,pij_lndu_flooded_to_forests_secondary,pij_lndu_flooded_to_grasslands,pij_lndu_flooded_to_other,pij_lndu_flooded_to_pastures,pij_lndu_flooded_to_settlements,pij_lndu_flooded_to_shrublands,pij_lndu_flooded_to_wetlands,pij_lndu_forests_mangroves_to_croplands,pij_lndu_forests_mangroves_to_flooded,pij_lndu_forests_mangroves_to_forests_mangroves,pij_lndu_forests_mangroves_to_forests_primary,pij_lndu_forests_mangroves_to_forests_secondary,pij_lndu_forests_mangroves_to_grasslands,pij_lndu_forests_mangroves_to_other,pij_lndu_forests_mangroves_to_pastures,pij_lndu_forests_mangroves_to_settlements,pij_lndu_forests_mangroves_to_shrublands,pij_lndu_forests_mangroves_to_wetlands,pij_lndu_forests_primary_to_croplands,pij_lndu_forests_primary_to_flooded,pij_lndu_forests_primary_to_forests_mangroves,pij_lndu_forests_primary_to_forests_primary,pij_lndu_forests_primary_to_forests_secondary,pij_lndu_forests_primary_to_grasslands,pij_lndu_forests_primary_to_other,pij_lndu_forests_primary_to_pastures,pij_lndu_forests_primary_to_settlements,pij_lndu_forests_primary_to_shrublands,pij_lndu_forests_primary_to_wetlands,pij_lndu_forests_secondary_to_croplands,pij_lndu_forests_secondary_to_flooded,pij_lndu_forests_secondary_to_forests_mangroves,pij_lndu_forests_secondary_to_forests_primary,pij_lndu_forests_secondary_to_forests_secondary,pij_lndu_forests_secondary_to_grasslands,pij_lndu_forests_secondary_to_other,pij_lndu_forests_secondary_to_pastures,pij_lndu_forests_secondary_to_settlements,pij_lndu_forests_secondary_to_shrublands,pij_lndu_forests_secondary_to_wetlands,pij_lndu_grasslands_to_croplands,pij_lndu_grasslands_to_flooded,pij_lndu_grasslands_to_forests_mangroves,pij_lndu_grasslands_to_forests_primary,pij_lndu_grasslands_to_forests_secondary,pij_lndu_grasslands_to_grasslands,pij_lndu_grasslands_to_other,pij_lndu_grasslands_to_pastures,pij_lndu_grasslands_to_settlements,pij_lndu_grasslands_to_shrublands,pij_lndu_grasslands_to_wetlands,pij_lndu_other_to_croplands,pij_lndu_other_to_flooded,pij_lndu_other_to_forests_mangroves,pij_lndu_other_to_forests_primary,pij_lndu_other_to_forests_secondary,pij_lndu_other_to_grasslands,pij_lndu_other_to_other,pij_lndu_other_to_pastures,pij_lndu_other_to_settlements,pij_lndu_other_to_shrublands,pij_lndu_other_to_wetlands,pij_lndu_pastures_to_croplands,pij_lndu_pastures_to_flooded,pij_lndu_pastures_to_forests_mangroves,pij_lndu_pastures_to_forests_primary,pij_lndu_pastures_to_forests_secondary,pij_lndu_pastures_to_grasslands,pij_lndu_pastures_to_other,pij_lndu_pastures_to_pastures,pij_lndu_pastures_to_settlements,pij_lndu_pastures_to_shrublands,pij_lndu_pastures_to_wetlands,pij_lndu_settlements_to_croplands,pij_lndu_settlements_to_flooded,pij_lndu_settlements_to_forests_mangroves,pij_lndu_settlements_to_forests_primary,pij_lndu_settlements_to_forests_secondary,pij_lndu_settlements_to_grasslands,pij_lndu_settlements_to_other,pij_lndu_settlements_to_pastures,pij_lndu_settlements_to_settlements,pij_lndu_settlements_to_shrublands,pij_lndu_settlements_to_wetlands,pij_lndu_shrublands_to_croplands,pij_lndu_shrublands_to_flooded,pij_lndu_shrublands_to_forests_mangroves,pij_lndu_shrublands_to_forests_primary,pij_lndu_shrublands_to_forests_secondary,pij_lndu_shrublands_to_grasslands,pij_lndu_shrublands_to_other,pij_lndu_shrublands_to_pastures,pij_lndu_shrublands_to_settlements,pij_lndu_shrublands_to_shrublands,pij_lndu_shrublands_to_wetlands,pij_lndu_wetlands_to_croplands,pij_lndu_wetlands_to_flooded,pij_lndu_wetlands_to_forests_mangroves,pij_lndu_wetlands_to_forests_primary,pij_lndu_wetlands_to_forests_secondary,pij_lndu_wetlands_to_grasslands,pij_lndu_wetlands_to_other,pij_lndu_wetlands_to_pastures,pij_lndu_wetlands_to_settlements,pij_lndu_wetlands_to_shrublands,pij_lndu_wetlands_to_wetlands
2077,0.9929338581832085,0.0035431038745631777,0.0,0.0,0.00039653664001975867,0.0,0.0,0.0021313149384600766,8.658054321314981e-06,2.1477199368547778e-07,0.0009863135374335616,0.004635226835271367,0.9801437192162936,0.0,0.0,0.000862091453771151,0.0,0.0,0.0007712398964448721,0.0,8.865833087425372e-07,0.013586836014910345,0.004779768618395655,0.005555191647010995,0.9701682523284398,0.0,0.004793128141750055,0.005179414198108646,0.0,0.004763696341385699,0.0,0.0047605487249090354,0.0,0.003093559281618375,0.0029349402746997886,0.0,0.9854142463939373,0.0017498072776928543,0.0016303034440262906,0.0,0.0,0.0,0.0013088879782431656,0.0038682553497821877,0.004744174190514781,0.003880686719113756,0.0,0.0,0.9855605551976498,0.0019612196362097218,0.0,0.0023386510212756195,0.0,1.8651434894880858e-06,0.001512848091746879,0.01368774179901927,0.0,0.0,0.0,0.0006889644797061367,0.9192719001563099,0.0,0.0649403638219997,0.0,6.708774537207625e-07,0.0014103588655113174,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0191535454621531,0.0,0.0,0.0,0.002000997530484848,0.1939281621608744,0.0,0.779420836875045,7.439487457192196e-05,0.0,0.005422063096870806,0.0,0.007226018967340965,0.0,0.0,0.0,0.0,0.0,0.0,0.9892272718644015,0.0,0.0035467091682575987,0.011513579220141826,0.007391061094960641,0.0,0.0,0.01536189117087835,0.00929412539400116,0.0,0.004823309735004241,0.0,0.9501828200469021,0.0014332133381115889,0.00435161585118652,0.004425855218761675,0.0,0.0,0.0013504240594861985,0.004296524382881491,0.0008742481921968089,0.005945066635787805,0.0,3.4788997454300218e-06,0.9787527867599541
2078,0.9929338581832085,0.0035431038745631777,0.0,0.0,0.00039653664001975867,0.0,0.0,0.0021313149384600766,8.658054321314981e-06,2.1477199368547778e-07,0.0009863135374335616,0.004635226835271367,0.9801437192162936,0.0,0.0,0.000862091453771151,0.0,0.0,0.0007712398964448721,0.0,8.865833087425372e-07,0.013586836014910345,0.004779768618395655,0.005555191647010995,0.9701682523284398,0.0,0.004793128141750055,0.005179414198108646,0.0,0.004763696341385699,0.0,0.0047605487249090354,0.0,0.003093559281618375,0.0029349402746997886,0.0,0.9854142463939373,0.0017498072776928543,0.0016303034440262906,0.0,0.0,0.0,0.0013088879782431656,0.0038682553497821877,0.004744174190514781,0.003880686719113756,0.0,0.0,0.9855605551976498,0.0019612196362097218,0.0,0.0023386510212756195,0.0,1.8651434894880858e-06,0.001512848091746879,0.01368774179901927,0.0,0.0,0.0,0.0006889644797061367,0.9192719001563099,0.0,0.0649403638219997,0.0,6.708774537207625e-07,0.0014103588655113174,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0191535454621531,0.0,0.0,0.0,0.002000997530484848,0.1939281621608744,0.0,0.779420836875045,7.439487457192196e-05,0.0,0.005422063096870806,0.0,0.007226018967340965,0.0,0.0,0.0,0.0,0.0,0.0,0.9892272718644015,0.0,0.0035467091682575987,0.011513579220141826,0.007391061094960641,0.0,0.0,0.01536189117087835,0.00929412539400116,0.0,0.004823309735004241,0.0,0.9501828200469021,0.0014332133381115889,0.00435161585118652,0.004425855218761675,0.0,0.0,0.0013504240594861985,0.004296524382881491,0.0008742481921968089,0.005945066635787805,0.0,3.4788997454300218e-06,0.9787527867599541
2079,0.9929338581832085,0.0035431038745631777,0.0,0.0,0.00039653664001975867,0.0,0.0,0.0021313149384600766,8.658054321314981e-06,2.1477199368547778e-07,0.0009863135374335616,0.004635226835271367,0.9801437192162936,0.0,0.0,0.000862091453771151,0.0,0.0,0.0007712398964448721,0.0,8.865833087425372e-07,0.013586836014910345,0.004779768618395655,0.005555191647010995,0.9701682523284398,0.0,0.004793128141750055,0.005179414198108646,0.0,0.004763696341385699,0.0,0.0047605487249090354,0.0,0.003093559281618375,0.0029349402746997886,0.0,0.9854142463939373,0.0017498072776928543,0.0016303034440262906,0.0,0.0,0.0,0.0013088879782431656,0.0038682553497821877,0.004744174190514781,0.003880686719113756,0.0,0.0,0.9855605551976498,0.0019612196362097218,0.0,0.0023386510212756195,0.0,1.8651434894880858e-06,0.001512848091746879,0.01368774179901927,0.0,0.0,0.0,0.0006889644797061367,0.9192719001563099,0.0,0.0649403638219997,0.0,6.708774537207625e-07,0.0014103588655113174,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0191535454621531,0.0,0.0,0.0,0.002000997530484848,0.1939281621608744,0.0,0.779420836875045,7.439487457192196e-05,0.0,0.005422063096870806,0.0,0.007226018967340965,0.0,0.0,0.0,0.0,0.0,0.0,0.9892272718644015,0.0,0.0035467091682575987,0.011513579220141826,0.007391061094960641,0.0,0.0,0.01536189117087835,0.00929412539400116,0.0,0.004823309735004241,0.0,0.9501828200469021,0.0014332133381115889,0.00435161585118652,0.004425855218761675,0.0,0.0,0.0013504240594861985,0.004296524382881491,0.0008742481921968089,0.005945066635787805,0.0,3.4788997454300218e-06,0.9787527867599541
2080,0.9929338581832085,0.0035431038745631777,0.0,0.0,0.00039653664001975867,0.0,0.0,0.0021313149384600766,8.658054321314981e-06,2.1477199368547778e-07,0.0009863135374335616,0.004635226835271367,0.9801437192162936,0.0,0.0,0.000862091453771151,0.0,0.0,0.0007712398964448721,0.0,8.865833087425372e-07,0.013586836014910345,0.004779768618395655,0.005555191647010995,0.9701682523284398,0.0,0.004793128141750055,0.005179414198108646,0.0,0.004763696341385699,0.0,0.0047605487249090354,0.0,0.003093559281618375,0.0029349402746997886,0.0,0.9854142463939373,0.0017498072776928543,0.0016303034440262906,0.0,0.0,0.0,0.0013088879782431656,0.0038682553497821877,0.004744174190514781,0.003880686719113756,0.0,0.0,0.9855605551976498,0.0019612196362097218,0.0,0.0023386510212756195,0.0,1.8651434894880858e-06,0.001512848091746879,0.01368774179901927,0.0,0.0,0.0,0.0006889644797061367,0.9192719001563099,0.0,0.0649403638219997,0.0,6.708774537207625e-07,0.0014103588655113174,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0191535454621531,0.0,0.0,0.0,0.002000997530484848,0.1939281621608744,0.0,0.779420836875045,7.439487457192196e-05,0.0,0.005422063096870806,0.0,0.007226018967340965,0.0,0.0,0.0,0.0,0.0,0.0,0.9892272718644015,0.0,0.0035467091682575987,0.011513579220141826,0.007391061094960641,0.0,0.0,0.01536189117087835,0.00929412539400116,0.0,0.004823309735004241,0.0,0.9501828200469021,0.0014332133381115889,0.00435161585118652,0.004425855218761675,0.0,0.0,0.0013504240594861985,0.004296524382881491,0.0008742481921968089,0.005945066635787805,0.0,3.4788997454300218e-06,0.9787527867599541
2081,0.9929338581832085,0.0035431038745631777,0.0,0.0,0.00039653664001975867,0.0,0.0,0.0021313149384600766,8.658054321314981e-06,2.1477199368547778e-07,0.0009863135374335616,0.004635226835271367,0.9801437192162936,0.0,0.0,0.000862091453771151,0.0,0.0,0.0007712398964448721,0.0,8.865833087425372e-07,0.013586836014910345,0.004779768618395655,0.005555191647010995,0.9701682523284398,0.0,0.004793128141750055,0.005179414198108646,0.0,0.004763696341385699,0.0,0.0047605487249090354,0.0,0.003093559281618375,0.0029349402746997886,0.0,0.9854142463939373,0.0017498072776928543,0.0016303034440262906,0.0,0.0,0.0,0.0013088879782431656,0.0038682553497821877,0.004744174190514781,0.003880686719113756,0.0,0.0,0.9855605551976498,0.0019612196362097218,0.0,0.0023386510212756195,0.0,1.8651434894880858e-06,0.001512848091746879,0.01368774179901927,0.0,0.0,0.0,0.0006889644797061367,0.9192719001563099,0.0,0.0649403638219997,0.0,6.708774537207625e-07,0.0014103588655113174,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0191535454621531,0.0,0.0,0.0,0.002000997530484848,0.1939281621608744,0.0,0.779420836875045,7.439487457192196e-05,0.0,0.005422063096870806,0.0,0.007226018967340965,0.0,0.0,0.0,0.0,0.0,0.0,0.9892272718644015,0.0,0.0035467091682575987,0.011513579220141826,0.007391061094960641,0.0,0.0,0.01536189117087835,0.00929412539400116,0.0,0.004823309735004241,0.0,0.9501828200469021,0.0014332133381115889,0.00435161585118652,0.004425855218761675,0.0,0.0,0.0013504240594861985,0.004296524382881491,0.0008742481921968089,0.005945066635787805,0.0,3.4788997454300218e-06,0.9787527867599541
2082,0.9929338581832085,0.0035431038745631777,0.0,0.0,0.00039653664001975867,0.0,0.0,0.0021313149384600766,8.658054321314981e-06,2.1477199368547778e-07,0.0009863135374335616,0.004635226835271367,0.9801437192162936,0.0,0.0,0.000862091453771151,0.0,0.0,0.0007712398964448721,0.0,8.865833087425372e-07,0.013586836014910345,0.004779768618395655,0.005555191647010995,0.9701682523284398,0.0,0.004793128141750055,0.005179414198108646,0.0,0.004763696341385699,0.0,0.0047605487249090354,0.0,0.003093559281618375,0.0029349402746997886,0.0,0.9854142463939373,0.0017498072776928543,0.0016303034440262906,0.0,0.0,0.0,0.0013088879782431656,0.0038682553497821877,0.004744174190514781,0.003880686719113756,0.0,0.0,0.9855605551976498,0.0019612196362097218,0.0,0.0023386510212756195,0.0,1.8651434894880858e-06,0.001512848091746879,0.01368774179901927,0.0,0.0,0.0,0.0006889644797061367,0.9192719001563099,0.0,0.0649403638219997,0.0,6.708774537207625e-07,0.0014103588655113174,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0191535454621531,0.0,0.0,0.0,0.002000997530484848,0.1939281621608744,0.0,0.779420836875045,7.439487457192196e-05,0.0,0.005422063096870806,0.0,0.007226018967340965,0.0,0.0,0.0,0.0,0.0,0.0,0.9892272718644015,0.0,0.0035467091682575987,0.011513579220141826,0.007391061094960641,0.0,0.0,0.01536189117087835,0.00929412539400116,0.0,0.004823309735004241,0.0,0.9501828200469021,0.0014332133381115889,0.00435161585118652,0.004425855218761675,0.0,0.0,0.0013504240594861985,0.004296524382881491,0.0008742481921968089,0.005945066635787805,0.0,3.4788997454300218e-06,0.9787527867599541
2083,0.9929338581832085,0.0035431038745631777,0.0,0.0,0.00039653664001975867,0.0,0.0,0.0021313149384600766,8.658054321314981e-06,2.1477199368547778e-07,0.0009863135374335616,0.004635226835271367,0.9801437192162936,0.0,0.0,0.000862091453771151,0.0,0.0,0.0007712398964448721,0.0,8.865833087425372e-07,0.013586836014910345,0.004779768618395655,0.005555191647010995,0.9701682523284398,0.0,0.004793128141750055,0.005179414198108646,0.0,0.004763696341385699,0.0,0.0047605487249090354,0.0,0.003093559281618375,0.0029349402746997886,0.0,0.9854142463939373,0.0017498072776928543,0.0016303034440262906,0.0,0.0,0.0,0.0013088879782431656,0.0038682553497821877,0.004744174190514781,0.003880686719113756,0.0,0.0,0.9855605551976498,0.0019612196362097218,0.0,0.0023386510212756195,0.0,1.8651434894880858e-06,0.001512848091746879,0.01368774179901927,0.0,0.0,0.0,0.0006889644797061367,0.9192719001563099,0.0,0.0649403638219997,0.0,6.708774537207625e-07,0.0014103588655113174,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0191535454621531,0.0,0.0,0.0,0.002000997530484848,0.1939281621608744,0.0,0.779420836875045,7.439487457192196e-05,0.0,0.005422063096870806,0.0,0.007226018967340965,0.0,0.0,0.0,0.0,0.0,0.0,0.9892272718644015,0.0,0.0035467091682575987,0.011513579220141826,0.007391061094960641,0.0,0.0,0.01536189117087835,0.00929412539400116,0.0,0.004823309735004241,0.0,0.9501828200469021,0.0014332133381115889,0.00435161585118652,0.004425855218761675,0.0,0.0,0.0013504240594861985,0.004296524382881491,0.0008742481921968089,0.005945066635787805,0.0,3.4788997454300218e-06,0.9787527867599541
2084,0.9929338581832085,0.0035431038745631777,0.0,0.0,0.00039653664001975867,0.0,0.0,0.0021313149384600766,8.658054321314981e-06,2.1477199368547778e-07,0.0009863135374335616,0.004635226835271367,0.9801437192162936,0.0,0.0,0.000862091453771151,0.0,0.0,0.0007712398964448721,0.0,8.865833087425372e-07,0.013586836014910345,0.004779768618395655,0.005555191647010995,0.9701682523284398,0.0,0.004793128141750055,0.005179414198108646,0.0,0.004763696341385699,0.0,0.0047605487249090354,0.0,0.003093559281618375,0.0029349402746997886,0.0,0.9854142463939373,0.0017498072776928543,0.0016303034440262906,0.0,0.0,0.0,0.0013088879782431656,0.0038682553497821877,0.004744174190514781,0.003880686719113756,0.0,0.0,0.9855605551976498,0.0019612196362097218,0.0,0.0023386510212756195,0.0,1.8651434894880858e-06,0.001512848091746879,0.01368774179901927,0.0,0.0,0.0,0.0006889644797061367,0.9192719001563099,0.0,0.0649403638219997,0.0,6.708774537207625e-07,0.0014103588655113174,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0191535454621531,0.0,0.0,0.0,0.002000997530484848,0.1939281621608744,0.0,0.779420836875045,7.439487457192196e-05,0.0,0.005422063096870806,0.0,0.007226018967340965,0.0,0.0,0.0,0.0,0.0,0.0,0.9892272718644015,0.0,0.0035467091682575987,0.011513579220141826,0.007391061094960641,0.0,0.0,0.01536189117087835,0.00929412539400116,0.0,0.004823309735004241,0.0,0.9501828200469021,0.0014332133381115889,0.00435161585118652,0.004425855218761675,0.0,0.0,0.0013504240594861985,0.004296524382881491,0.0008742481921968089,0.005945066635787805,0.0,3.4788997454300218e-06,0.9787527867599541
2085,0.9929338581832085,0.0035431038745631777,0.0,0.0,0.00039653664001975867,0.0,0.0,0.0021313149384600766,8.658054321314981e-06,2.1477199368547778e-07,0.0009863135374335616,0.004635226835271367,0.9801437192162936,0.0,0.0,0.000862091453771151,0.0,0.0,0.0007712398964448721,0.0,8.865833087425372e-07,0.013586836014910345,0.004779768618395655,0.005555191647010995,0.9701682523284398,0.0,0.004793128141750055,0.005179414198108646,0.0,0.004763696341385699,0.0,0.0047605487249090354,0.0,0.003093559281618375,0.0029349402746997886,0.0,0.9854142463939373,0.0017498072776928543,0.0016303034440262906,0.0,0.0,0.0,0.0013088879782431656,0.0038682553497821877,0.004744174190514781,0.003880686719113756,0.0,0.0,0.9855605551976498,0.0019612196362097218,0.0,0.0023386510212756195,0.0,1.8651434894880858e-06,0.001512848091746879,0.01368774179901927,0.0,0.0,0.0,0.0006889644797061367,0.9192719001563099,0.0,0.0649403638219997,0.0,6.708774537207625e-07,0.0014103588655113174,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0191535454621531,0.0,0.0,0.0,0.002000997530484848,0.1939281621608744,0.0,0.779420836875045,7.439487457192196e-05,0.0,0.005422063096870806,0.0,0.007226018967340965,0.0,0.0,0.0,0.0,0.0,0.0,0.9892272718644015,0.0,0.0035467091682575987,0.011513579220141826,0.007391061094960641,0.0,0.0,0.01536189117087835,0.00929412539400116,0.0,0.004823309735004241,0.0,0.9501828200469021,0.0014332133381115889,0.00435161585118652,0.004425855218761675,0.0,0.0,0.0013504240594861985,0.004296524382881491,0.0008742481921968089,0.005945066635787805,0.0,3.4788997454300218e-06,0.9787527867599541
2086,0.9929338581832085,0.0035431038745631777,0.0,0.0,0.00039653664001975867,0.0,0.0,0.0021313149384600766,8.658054321314981e-06,2.1477199368547778e-07,0.0009863135374335616,0.004635226835271367,0.9801437192162936,0.0,0.0,0.000862091453771151,0.0,0.0,0.0007712398964448721,0.0,8.865833087425372e-07,0.013586836014910345,0.004779768618395655,0.005555191647010995,0.9701682523284398,0.0,0.004793128141750055,0.005179414198108646,0.0,0.004763696341385699,0.0,0.0047605487249090354,0.0,0.003093559281618375,0.0029349402746997886,0.0,0.9854142463939373,0.0017498072776928543,0.0016303034440262906,0.0,0.0,0.0,0.0013088879782431656,0.0038682553497821877,0.004744174190514781,0.003880686719113756,0.0,0.0,0.9855605551976498,0.0019612196362097218,0.0,0.0023386510212756195,0.0,1.8651434894880858e-06,0.001512848091746879,0.01368774179901927,0.0,0.0,0.0,0.0006889644797061367,0.9192719001563099,0.0,0.0649403638219997,0.0,6.708774537207625e-07,0.0014103588655113174,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0191535454621531,0.0,0.0,0.0,0.002000997530484848,0.1939281621608744,0.0,0.779420836875045,7.439487457192196e-05,0.0,0.005422063096870806,0.0,0.007226018967340965,0.0,0.0,0.0,0.0,0.0,0.0,0.9892272718644015,0.0,0.0035467091682575987,0.011513579220141826,0.007391061094960641,0.0,0.0,0.01536189117087835,0.00929412539400116,0.0,0.004823309735004241,0.0,0.9501828200469021,0.0014332133381115889,0.00435161585118652,0.004425855218761675,0.0,0.0,0.0013504240594861985,0.004296524382881491,0.0008742481921968089,0.005945066635787805,0.0,3.4788997454300218e-06,0.9787527867599541
2087,0.9929338581832085,0.0035431038745631777,0.0,0.0,0.00039653664001975867,0.0,0.0,0.0021313149384600766,8.658054321314981e-06,2.1477199368547778e-07,0.0009863135374335616,0.004635226835271367,0.9801437192162936,0.0,0.0,0.000862091453771151,0.0,0.0,0.0007712398964448721,0.0,8.865833087425372e-07,0.013586836014910345,0.004779768618395655,0.005555191647010995,0.9701682523284398,0.0,0.004793128141750055,0.005179414198108646,0.0,0.004763696341385699,0.0,0.0047605487249090354,0.0,0.003093559281618375,0.0029349402746997886,0.0,0.9854142463939373,0.0017498072776928543,0.0016303034440262906,0.0,0.0,0.0,0.0013088879782431656,0.0038682553497821877,0.004744174190514781,0.003880686719113756,0.0,0.0,0.9855605551976498,0.0019612196362097218,0.0,0.0023386510212756195,0.0,1.8651434894880858e-06,0.001512848091746879,0.01368774179901927,0.0,0.0,0.0,0.0006889644797061367,0.9192719001563099,0.0,0.0649403638219997,0.0,6.708774537207625e-07,0.0014103588655113174,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0191535454621531,0.0,0.0,0.0,0.002000997530484848,0.1939281621608744,0.0,0.779420836875045,7.439487457192196e-05,0.0,0.005422063096870806,0.0,0.007226018967340965,0.0,0.0,0.0,0.0,0.0,0.0,0.9892272718644015,0.0,0.0035467091682575987,0.011513579220141826,0.007391061094960641,0.0,0.0,0.01536189117087835,0.00929412539400116,0.0,0.004823309735004241,0.0,0.9501828200469021,0.0014332133381115889,0.00435161585118652,0.004425855218761675,0.0,0.0,0.0013504240594861985,0.004296524382881491,0.0008742481921968089,0.005945066635787805,0.0,3.4788997454300218e-06,0.9787527867599541
2088,0.9929338581832085,0.0035431038745631777,0.0,0.0,0.00039653664001975867,0.0,0.0,0.0021313149384600766,8.658054321314981e-06,2.1477199368547778e-07,0.0009863135374335616,0.004635226835271367,0.9801437192162936,0.0,0.0,0.000862091453771151,0.0,0.0,0.0007712398964448721,0.0,8.865833087425372e-07,0.013586836014910345,0.004779768618395655,0.005555191647010995,0.9701682523284398,0.0,0.004793128141750055,0.005179414198108646,0.0,0.004763696341385699,0.0,0.0047605487249090354,0.0,0.003093559281618375,0.0029349402746997886,0.0,0.9854142463939373,0.0017498072776928543,0.0016303034440262906,0.0,0.0,0.0,0.0013088879782431656,0.0038682553497821877,0.004744174190514781,0.003880686719113756,0.0,0.0,0.9855605551976498,0.0019612196362097218,0.0,0.0023386510212756195,0.0,1.8651434894880858e-06,0.001512848091746879,0.01368774179901927,0.0,0.0,0.0,0.0006889644797061367,0.9192719001563099,0.0,0.0649403638219997,0.0,6.708774537207625e-07,0.0014103588655113174,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0191535454621531,0.0,0.0,0.0,0.002000997530484848,0.1939281621608744,0.0,0.779420836875045,7.439487457192196e-05,0.0,0.005422063096870806,0.0,0.007226018967340965,0.0,0.0,0.0,0.0,0.0,0.0,0.9892272718644015,0.0,0.0035467091682575987,0.011513579220141826,0.007391061094960641,0.0,0.0,0.01536189117087835,0.00929412539400116,0.0,0.004823309735004241,0.0,0.9501828200469021,0.0014332133381115889,0.00435161585118652,0.004425855218761675,0.0,0.0,0.0013504240594861985,0.004296524382881491,0.0008742481921968089,0.005945066635787805,0.0,3.4788997454300218e-06,0.9787527867599541
2089,0.9929338581832085,0.0035431038745631777,0.0,0.0,0.00039653664001975867,0.0,0.0,0.0021313149384600766,8.658054321314981e-06,2.1477199368547778e-07,0.0009863135374335616,0.004635226835271367,0.9801437192162936,0.0,0.0,0.000862091453771151,0.0,0.0,0.0007712398964448721,0.0,8.865833087425372e-07,0.013586836014910345,0.004779768618395655,0.005555191647010995,0.9701682523284398,0.0,0.004793128141750055,0.005179414198108646,0.0,0.004763696341385699,0.0,0.0047605487249090354,0.0,0.003093559281618375,0.0029349402746997886,0.0,0.9854142463939373,0.0017498072776928543,0.0016303034440262906,0.0,0.0,0.0,0.0013088879782431656,0.0038682553497821877,0.004744174190514781,0.003880686719113756,0.0,0.0,0.9855605551976498,0.0019612196362097218,0.0,0.0023386510212756195,0.0,1.8651434894880858e-06,0.001512848091746879,0.01368774179901927,0.0,0.0,0.0,0.0006889644797061367,0.9192719001563099,0.0,0.0649403638219997,0.0,6.708774537207625e-07,0.0014103588655113174,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0191535454621531,0.0,0.0,0.0,0.002000997530484848,0.1939281621608744,0.0,0.779420836875045,7.439487457192196e-05,0.0,0.005422063096870806,0.0,0.007226018967340965,0.0,0.0,0.0,0.0,0.0,0.0,0.9892272718644015,0.0,0.0035467091682575987,0.011513579220141826,0.007391061094960641,0.0,0.0,0.01536189117087835,0.00929412539400116,0.0,0.004823309735004241,0.0,0.9501828200469021,0.0014332133381115889,0.00435161585118652,0.004425855218761675,0.0,0.0,0.0013504240594861985,0.004296524382881491,0.0008742481921968089,0.005945066635787805,0.0,3.4788997454300218e-06,0.9787527867599541
